Market-id,Market-name,Year,Month,Txn-count,Total Active Plastic,Total Active Basic,Active Accounts
US,United States,2025,4,10940634,3165427,2594612,2380378
GB,United Kingdom,2025,4,5890225,1876232,1483187,1295360
CA,Canada,2025,4,4115775,1429234,1091018,909182
DE,Germany,2025,4,4446648,1475716,1089089,999164
FR,France,2025,4,3852351,1242546,1018480,889502
AU,Australia,2025,4,3865542,1250273,988358,823632
JP,Japan,2025,4,5338056,1983462,1514093,1389076
SG,Singapore,2025,4,2296857,725780,535631,467800
IN,India,2025,4,8238057,2265327,1856825,1547354
BR,Brazil,2025,4,4519443,1243461,982973,901810
MX,Mexico,2025,4,2851411,884213,674972,589495
AE,United Arab Emirates,2025,4,2381132,777971,574148,478457
IT,Italy,2025,4,2628496,790576,648013,594507
ES,Spain,2025,4,2557676,830884,656825,573646
US,United States,2025,5,11061350,3174325,2601906,2387070
GB,United Kingdom,2025,5,6076670,1890233,1494255,1305026
CA,Canada,2025,5,4227560,1443000,1101527,917939
DE,Germany,2025,5,4510339,1482810,1094325,1003968
FR,France,2025,5,4012374,1242084,1018102,889172
AU,Australia,2025,5,3882092,1248396,986874,822395
JP,Japan,2025,5,5595763,1982637,1513463,1388498
SG,Singapore,2025,5,2304971,731811,540082,471687
IN,India,2025,5,8682677,2297398,1883113,1569261
BR,Brazil,2025,5,4581007,1256039,992916,910932
MX,Mexico,2025,5,2955307,887222,677269,591501
AE,United Arab Emirates,2025,5,2451917,778895,574830,479025
IT,Italy,2025,5,2668926,789340,647000,593578
ES,Spain,2025,5,2662466,834900,660000,576419
US,United States,2025,6,11419420,3200202,2623116,2406528
GB,United Kingdom,2025,6,6011710,1907234,1507695,1316764
CA,Canada,2025,6,4388709,1451624,1108110,923425
DE,Germany,2025,6,4456293,1481867,1093629,1003329
FR,France,2025,6,4137583,1238782,1015395,886808
AU,Australia,2025,6,3882486,1250253,988342,823618
JP,Japan,2025,6,5685284,1992824,1521240,1395633
SG,Singapore,2025,6,2347055,740071,546178,477011
IN,India,2025,6,8757570,2324493,1905322,1587768
BR,Brazil,2025,6,4742375,1261862,997519,915155
MX,Mexico,2025,6,2934635,887049,677137,591386
AE,United Arab Emirates,2025,6,2555829,781042,576415,480346
IT,Italy,2025,6,2634503,792314,649438,595815
ES,Spain,2025,6,2750173,842420,665945,581611
US,United States,2025,7,11604219,3231194,2648520,2429835
GB,United Kingdom,2025,7,5937024,1917419,1515746,1323796
CA,Canada,2025,7,4394302,1452385,1108691,923909
DE,Germany,2025,7,4470651,1477535,1090432,1000396
FR,France,2025,7,4072844,1239191,1015730,887100
AU,Australia,2025,7,3957167,1259072,995314,829428
JP,Japan,2025,7,5535172,2008979,1533572,1406947
SG,Singapore,2025,7,2407862,746678,551054,481270
IN,India,2025,7,8605531,2339145,1917332,1597777
BR,Brazil,2025,7,4843242,1263167,998551,916102
MX,Mexico,2025,7,2902829,888269,678068,592199
AE,United Arab Emirates,2025,7,2573899,787377,581090,484242
IT,Italy,2025,7,2637436,798605,654594,600545
ES,Spain,2025,7,2712822,849286,671372,586351
US,United States,2025,8,11270122,3250673,2664486,2444483
GB,United Kingdom,2025,8,5978820,1917215,1515585,1323655
CA,Canada,2025,8,4232661,1449824,1106736,922280
DE,Germany,2025,8,4510518,1477629,1090501,1000460
FR,France,2025,8,3927746,1246487,1021711,892324
AU,Australia,2025,8,3968679,1271697,1005294,837745
JP,Japan,2025,8,5398236,2020545,1542401,1415047
SG,Singapore,2025,8,2383107,749257,552957,482932
IN,India,2025,8,8608220,2345452,1922502,1602085
BR,Brazil,2025,8,4728026,1266457,1001152,918488
MX,Mexico,2025,8,2929797,894239,682625,596179
AE,United Arab Emirates,2025,8,2490454,797060,588236,490197
IT,Italy,2025,8,2660325,804261,659230,604798
ES,Spain,2025,8,2616091,851922,673456,588171
US,United States,2025,9,10818110,3252552,2666026,2445895
GB,United Kingdom,2025,9,5927700,1912624,1511956,1320486
CA,Canada,2025,9,4118440,1451601,1108092,923410
DE,Germany,2025,9,4398882,1485936,1096632,1006084
FR,France,2025,9,3880243,1257530,1030762,900229
AU,Australia,2025,9,3821844,1281455,1013008,844173
JP,Japan,2025,9,5389901,2021152,1542864,1415472
SG,Singapore,2025,9,2282323,749151,552879,482864
IN,India,2025,9,8685366,2355465,1930709,1608924
BR,Brazil,2025,9,4551759,1276534,1009118,925796
MX,Mexico,2025,9,2917571,903988,690067,602679
AE,United Arab Emirates,2025,9,2429473,806178,594965,495804
IT,Italy,2025,9,2597450,805900,660574,606031
ES,Spain,2025,9,2582320,850638,672441,587285
US,United States,2025,10,10723677,3246985,2661463,2441709
GB,United Kingdom,2025,10,5684681,1913760,1512854,1321270
CA,Canada,2025,10,4123784,1461457,1115616,929680
DE,Germany,2025,10,4192248,1498700,1106052,1014727
FR,France,2025,10,3878568,1265711,1037468,906086
AU,Australia,2025,10,3670202,1284282,1015243,846036
JP,Japan,2025,10,5325235,2014511,1537795,1410821
SG,Singapore,2025,10,2227186,750219,553667,483552
IN,India,2025,10,8520425,2378151,1949304,1624420
BR,Brazil,2025,10,4522996,1292038,1021374,937040
MX,Mexico,2025,10,2809594,913067,696998,608732
AE,United Arab Emirates,2025,10,2441384,811317,598758,498965
IT,Italy,2025,10,2474399,803834,658880,604477
ES,Spain,2025,10,2584410,849377,671444,586414
US,United States,2025,11,10795343,3251135,2664865,2444830
GB,United Kingdom,2025,11,5501723,1925537,1522164,1329401
CA,Canada,2025,11,4101576,1475725,1126508,938757
DE,Germany,2025,11,4116145,1508053,1112954,1021059
FR,France,2025,11,3790853,1267036,1038554,907034
AU,Australia,2025,11,3669205,1282503,1013836,844863
JP,Japan,2025,11,5130391,2011041,1535146,1408391
SG,Singapore,2025,11,2251592,755300,557417,486827
IN,India,2025,11,8243573,2411030,1976254,1646878
BR,Brazil,2025,11,4574153,1306617,1032899,947614
MX,Mexico,2025,11,2724382,917620,700473,611767
AE,United Arab Emirates,2025,11,2441959,812737,599806,499838
IT,Italy,2025,11,2424301,801790,657205,602940
ES,Spain,2025,11,2531738,852095,673593,588291
US,United States,2025,12,12256517,3273382,2683100,2461560
GB,United Kingdom,2025,12,6405669,1943110,1536055,1341533
CA,Canada,2025,12,4600682,1486661,1134856,945713
DE,Germany,2025,12,4824803,1509229,1113822,1021855
FR,France,2025,12,4235749,1263815,1035914,904728
AU,Australia,2025,12,4295317,1282732,1014017,845014
JP,Japan,2025,12,5773986,2018296,1540684,1413472
SG,Singapore,2025,12,2607571,763574,563523,492160
IN,India,2025,12,9506362,2442284,2001872,1668227
BR,Brazil,2025,12,5221291,1314745,1039324,953508
MX,Mexico,2025,12,3177820,917959,700732,611993
AE,United Arab Emirates,2025,12,2752808,814177,600869,500724
IT,Italy,2025,12,2839564,803504,658610,604229
ES,Spain,2025,12,2830159,859116,679143,593138
US,United States,2026,1,10567168,3313849,2716270,2491991
GB,United Kingdom,2026,1,5760612,1955323,1545710,1349965
CA,Canada,2026,1,4010562,1485016,1133600,944667
DE,Germany,2026,1,4272054,1500751,1107565,1016115
FR,France,2026,1,3750887,1262598,1034916,903857
AU,Australia,2026,1,3748165,1293478,1022512,852093
JP,Japan,2026,1,5185030,2040177,1557387,1428795
SG,Singapore,2026,1,2253815,771633,569471,497355
IN,India,2026,1,8666032,2455318,2012556,1677130
BR,Brazil,2026,1,4516583,1312617,1037642,951965
MX,Mexico,2026,1,2869722,917466,700356,611665
AE,United Arab Emirates,2026,1,2406177,821271,606104,505087
IT,Italy,2026,1,2517228,811950,665533,610581
ES,Spain,2026,1,2503643,867989,686157,599264
US,United States,2026,2,10943724,3328566,2728333,2503058
GB,United Kingdom,2026,2,5823368,1952875,1543775,1348275
CA,Canada,2026,2,4206860,1482904,1131988,943323
DE,Germany,2026,2,4277683,1503144,1109331,1017735
FR,France,2026,2,3942207,1271682,1042362,910360
AU,Australia,2026,2,3768140,1306278,1032631,860526
JP,Japan,2026,2,5402634,2049001,1564123,1434975
SG,Singapore,2026,2,2297119,773204,570630,498367
IN,India,2026,2,8975315,2461653,2017748,1681457
BR,Brazil,2026,2,4688174,1317757,1041705,955693
MX,Mexico,2026,2,2913759,925042,706139,616715
AE,United Arab Emirates,2026,2,2532181,831643,613759,511466
IT,Italy,2026,2,2520407,816757,669473,614195
ES,Spain,2026,2,2633668,869311,687202,600176
US,United States,2026,3,11591395,3326674,2726782,2501635
GB,United Kingdom,2026,3,5896688,1948864,1540604,1345506
CA,Canada,2026,3,4414374,1486995,1135111,945926
DE,Germany,2026,3,4385930,1513558,1117017,1024786
FR,France,2026,3,4067548,1282780,1051459,918305
AU,Australia,2026,3,3936330,1314429,1039074,865895
JP,Japan,2026,3,5485330,2046715,1562378,1433374
SG,Singapore,2026,3,2433546,773004,570483,498238
IN,India,2026,3,9120727,2475397,2029014,1690845
BR,Brazil,2026,3,4986739,1330269,1051596,964767
MX,Mexico,2026,3,2956984,935433,714071,623643
AE,United Arab Emirates,2026,3,2671605,840185,620063,516719
IT,Italy,2026,3,2578889,817132,669780,614477
ES,Spain,2026,3,2723740,867513,685781,598935
US,United States,2026,4,11931405,3322116,2723046,2498207
GB,United Kingdom,2026,4,6164376,1953007,1543879,1348366
CA,Canada,2026,4,4479779,1499037,1144303,953586
DE,Germany,2026,4,4630507,1526363,1126467,1033456
FR,France,2026,4,4097416,1289290,1056795,922965
AU,Australia,2026,4,4165658,1315462,1039891,866576
JP,Japan,2026,4,5546545,2039753,1557063,1428498
SG,Singapore,2026,4,2554282,775118,572043,499601
IN,India,2026,4,9433604,2503051,2051681,1709734
BR,Brazil,2026,4,5161165,1346866,1064716,976804
MX,Mexico,2026,4,3096214,943737,720410,629179
AE,United Arab Emirates,2026,4,2725535,844208,623032,519193
IT,Italy,2026,4,2719688,814578,667687,612557
ES,Spain,2026,4,2746016,867077,685436,598634
US,United States,2026,5,11944152,3331455,2730701,2505230
GB,United Kingdom,2026,5,6457177,1967581,1555400,1358428
CA,Canada,2026,5,4515076,1513476,1155325,962771
DE,Germany,2026,5,4790978,1533700,1131882,1038424
FR,France,2026,5,4186129,1288812,1056403,922623
AU,Australia,2026,5,4250182,1313486,1038329,865274
JP,Japan,2026,5,5752259,2038902,1556414,1427903
SG,Singapore,2026,5,2575524,781559,576796,503752
IN,India,2026,5,9967792,2538487,2080727,1733939
BR,Brazil,2026,5,5186228,1360492,1075488,986686
MX,Mexico,2026,5,3255455,946948,722861,631320
AE,United Arab Emirates,2026,5,2755385,845210,623771,519809
IT,Italy,2026,5,2816668,813304,666643,611599
ES,Spain,2026,5,2802825,871266,688748,601527
US,United States,2026,6,12107336,3358611,2752960,2525651
GB,United Kingdom,2026,6,6479446,1985278,1569390,1370646
CA,Canada,2026,6,4647738,1522521,1162230,968525
DE,Germany,2026,6,4744297,1532725,1131162,1037763
FR,France,2026,6,4338399,1285386,1053595,920170
AU,Australia,2026,6,4204324,1315441,1039874,866562
JP,Japan,2026,6,5938331,2049381,1564413,1435241
SG,Singapore,2026,6,2572260,790381,583307,509438
IN,India,2026,6,10255222,2568425,2105266,1754388
BR,Brazil,2026,6,5268644,1366798,1080473,991260
MX,Mexico,2026,6,3281809,946766,722722,631198
AE,United Arab Emirates,2026,6,2844494,847539,625490,521242
IT,Italy,2026,6,2790349,816369,669155,613904
ES,Spain,2026,6,2905862,879116,694953,606946
US,United States,2026,7,12394580,3391139,2779622,2550112
GB,United Kingdom,2026,7,6316031,1995880,1577771,1377966
CA,Canada,2026,7,4734925,1523320,1162840,969033
DE,Germany,2026,7,4665334,1528245,1127856,1034730
FR,France,2026,7,4355038,1285809,1053942,920473
AU,Australia,2026,7,4209939,1324719,1047209,872674
JP,Japan,2026,7,5859224,2065996,1577096,1446877
SG,Singapore,2026,7,2619617,797436,588514,513986
IN,India,2026,7,10088016,2584614,2118536,1765447
BR,Brazil,2026,7,5413834,1368213,1081591,992285
MX,Mexico,2026,7,3207658,948065,723714,632065
AE,United Arab Emirates,2026,7,2912640,854414,630564,525470
IT,Italy,2026,7,2738956,822851,674468,618778
ES,Spain,2026,7,2923613,886281,700617,611893
US,United States,2026,8,12269285,3411582,2796379,2565485
GB,United Kingdom,2026,8,6257708,1995668,1577603,1377819
CA,Canada,2026,8,4613029,1520634,1160789,967324
DE,Germany,2026,8,4684018,1528342,1127928,1034796
FR,France,2026,8,4193704,1293379,1060147,925893
AU,Australia,2026,8,4258131,1338004,1057711,881426
JP,Japan,2026,8,5635075,2077889,1586175,1455206
SG,Singapore,2026,8,2639384,800191,590547,515762
IN,India,2026,8,9889504,2591585,2124250,1770208
BR,Brazil,2026,8,5388465,1371775,1084407,994869
MX,Mexico,2026,8,3182622,954437,728578,636313
AE,United Arab Emirates,2026,8,2853538,864924,638320,531933
IT,Italy,2026,8,2745668,828678,679244,623160
ES,Spain,2026,8,2819024,889031,702791,613791
US,United States,2026,9,11730081,3413553,2797994,2566967
GB,United Kingdom,2026,9,6270773,1990889,1573825,1374520
CA,Canada,2026,9,4418481,1522498,1162212,968510
DE,Germany,2026,9,4654750,1536932,1134267,1040612
FR,France,2026,9,4059586,1304838,1069539,934095
AU,Australia,2026,9,4177966,1348271,1065827,888189
JP,Japan,2026,9,5539675,2078513,1586651,1455643
SG,Singapore,2026,9,2554225,800079,590464,515689
IN,India,2026,9,9941255,2602647,2133317,1777764
BR,Brazil,2026,9,5173754,1382691,1093036,1002785
MX,Mexico,2026,9,3199683,964844,736522,643251
AE,United Arab Emirates,2026,9,2742717,874815,645620,538017
IT,Italy,2026,9,2730367,830367,680629,624430
ES,Spain,2026,9,2726720,887692,701733,612867
